NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Primary Outcome Measures,Sponsor,Enrollment,Study Type,Study Design,Start Date
NCT02353923,OcuStem Nutritional Supplement in Diabetic Patients With Mild to Moderate Non-proliferative Retinopathy,https://clinicaltrials.gov/study/NCT02353923,UNKNOWN,Diabetic Retinopathy,DIETARY_SUPPLEMENT: OcuStem Supplementation,"Change in Electronic-ETDRS (Early Treatment Diabetic Retinopathy Study) visual acuity testing, Electronic-ETDRS visual acuity testing at 3 meters using the Electronic Visual Acuity Tester (including protocol refraction) in each eye, 0 months, 3 months, 6 months",Aidan Products LLC,30,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2014-09
NCT00000160,Diabetic Retinopathy Study (DRS),https://clinicaltrials.gov/study/NCT00000160,COMPLETED,Diabetic Retinopathy|Blindness,PROCEDURE: Xenon Photocoagulation|PROCEDURE: Argon Photocoagulation|PROCEDURE: Photocoagulation,,National Eye Institute (NEI),,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: |Masking: |Primary Purpose: TREATMENT,1972-01
NCT05138029,Study on Precision Treatment of Diabetic Retinopathy Macular Edema Guided by Real-time OCT During Operation,https://clinicaltrials.gov/study/NCT05138029,RECRUITING,Diabetic Retinopathy,DRUG: Ranibizumab Injection [Lucentis]|PROCEDURE: Inner limiting membrane stripping|DRUG: Dexamethasone intravitreal implant,"Review the patient's vision before surgery, Optical Coherence Tomography (OCT) is currently the main examination method for measuring retinal thickness and evaluating DME morphology and fine structure. DME OCT examination has a variety of morphological manifestations and accompanying images, and various manifestations reflect different pathological basis., The day before the patient's surgery",Affiliated Hospital of Nantong University,60,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-11-15
NCT04742829,Effects of a Therapy With INTRAVIT® Tablets in Patients With Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT04742829,UNKNOWN,Diabetic Retinopathy,DIETARY_SUPPLEMENT: INTRAVIT ®,"number of participants with signs of improvement/worsening of diabetic retinopathy, report presence/absence of signs with Yes/NO relative to: microaneurysms, haemorrhages, soft exudates, hard exudates, venous beading, IRMA, new vessels on optical discs, new vessels outside the optical discs, cystoid edema, capillary occlusions, degenerative alterations and vein size., 6 months|number of participants in a certain stage of diabetic retinopathy according to the ETDRS modified AAO 2003, careful evaluation of funduscopic signs (e.g exudates, neovases, micronaneurysms) to be able to stadiate patients, 6 months|number of patients with improved/worsened visual acuity, visual acuity measurement with ETDRS boards. The number of letters seen by the patient at each check-up visit will be noted., 6 months|number of patients with improved/worsened macular edema, Foveal thickness (measured with Optical Coherence Tomography) at each check-up visit will be noted., 6 months",University of Molise,40,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2020-10-01
NCT01225653,Topical Application of Latanoprost in Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT01225653,COMPLETED,Diabetic Retinopathy,DRUG: Latanoprost,"The diameter of retinal arterioles, The diameter of retinal arterioles will be assessed using the Dynamic Vessel Analyzer, 24 months",University of Aarhus,27,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2010-11
NCT04631653,Verisee Software for Diabetic Retinopathy Screening,https://clinicaltrials.gov/study/NCT04631653,UNKNOWN,Diabetic Retinopathy,DEVICE: VeriSee®,"diagnostic accuracy, diagnostic accuracy compared to the baseline, 12 months",Taichung Veterans General Hospital,1000,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SCREENING,2020-12-01
NCT01440660,"Phenotypes of Nonproliferative Diabetic Retinopathy in DM 2 Patients Identified by OCT, CFP, RLA and mfERG (DIAMARKER)",https://clinicaltrials.gov/study/NCT01440660,COMPLETED,Type-2 Diabetes|Diabetic Retinopathy,,"Multimodal testing/imaging procedures - Ophthalmological Imaging, Retinal thickness measured with OCT;, 24 months|Multimodal testing/imaging procedures - Ophthalmological Imaging, MA turnover computed based on CFP., 24 months|Multimodal testing/imaging procedures - Ophthalmological Imaging, Macular area with increased retinal fluorescein leakage based on RLA., 12 months|Multimodal testing/imaging procedures - Ophthalmological Imaging, Implicit time local and ring amplitudes measured with mfERG., 12 months|Multimodal testing/imaging procedures - Psychophysical Testing, Psychophysical tests for speed discrimination, achromatic contrast, and chromatic contrast., 12 months|Multimodal testing/imaging procedures - Barin Imaging, Perfusion change measured with ASL., 12 months|Multimodal testing/imaging procedures - Ophthalmological Imaging, Blood-Brain Barrier alterations assessed contrast agent with Dynamic MR., 12 months|Multimodal testing/imaging procedures - Brain Imaging, Metabolite concentrations assessed with MR Spectroscopy., 12 months",Association for Innovation and Biomedical Research on Light and Image,20,OBSERVATIONAL,Observational Model: |Time Perspective: p,2012-01
NCT02995629,Patient Comfort Using Green vs. Yellow Pan Retinal Photocoagulation,https://clinicaltrials.gov/study/NCT02995629,COMPLETED,Proliferative Diabetic Retinopathy - High Risk,PROCEDURE: laser indirect ophthalmoscopy pan retinal photocoagulation,"Perceived patient pain assessment, Assessed using a standardized Wong-Baker faces pain scale, a single time point within 2 minutes of completing laser treatment",Wills Eye,40,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2016-03
NCT02691429,Applicability of the Acai Fruit (Euterpe Oleracea) Dye for Chromovitrectomy in Humans,https://clinicaltrials.gov/study/NCT02691429,COMPLETED,Epiretinal Membrane|Macular Hole|Diabetic Retinopathy,OTHER: Acai dye 10%,"ocular inflammation, signs of ocular inflammation, up to 30 days",Federal University of São Paulo,24,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: OTHER",2016-02
NCT05802329,Phase I Study to Assess the Safety and Efficacy of OCU200 for Center-Involved Diabetic Macular Edema (DME),https://clinicaltrials.gov/study/NCT05802329,NOT_YET_RECRUITING,Center Involved Diabetic Macular Edema|Diabetic Macular Edema,DRUG: OCU200 Low Dose|DRUG: OCU200 Medium Dose|DRUG: OCU200 High Dose,"Study Drug-related adverse events (SDAE), Counts, frequencies and percentages of SDAEs., 20 weeks|treatment-emergent adverse events (TEAEs), Counts, frequencies and percentages TEAEs. TEAEs are defined as an event that was not present prior to administration of the dose of study drug and present after the dose, or if it represents the exacerbation of an event that was present prior to the dose., 20 weeks|serious adverse events (SAEs), Counts, frequencies and percentages of SAEs including Resulted in Death, Life-threatening, Hospitalization, Disabling/incapacitating, Congenital anomaly or birth defect and Medically significant AEs ( AE that did not meet any of the above criteria but could have jeopardized the subject and might have required medical or surgical intervention to prevent one of the outcomes listed above)., 20 weeks",Ocugen,28,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2023-04
NCT05464953,Suprachoroidal Triamcinolone Versus Posterior Subtenon Triamcinolone Alone or Formulated in the Management of Diabetic Macular Edema.,https://clinicaltrials.gov/study/NCT05464953,COMPLETED,Diabetic Macular Edema of Left Eye,DRUG: Triamcinolone Acetonide|DRUG: Formulated Triamcinolone,"BCVA, Best-corrected visual acuity, Base line|BCVA, Best-corrected visual acuity, at 1st month|BCVA, Best-corrected visual acuity, at 3rd month|BCVA, Best-corrected visual acuity, at 6th month|CMT, CENTRAL MACULAR THICKNESS, at baseline|CMT, CENTRAL MACULAR THICKNESS, at 1st month|CMT, CENTRAL MACULAR THICKNESS, at 3rd month|CMT, CENTRAL MACULAR THICKNESS, at 6th month",Al-Azhar University,75,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-01-20
NCT03481660,A Study of the Efficacy and Safety of Brolucizumab vs. Aflibercept in Patients With Visual Impairment Due to Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT03481660,COMPLETED,Diabetic Macular Edema,DRUG: Brolucizumab|DRUG: Aflibercept,"Mean Change From Baseline in Best-corrected Visual Acuity (BCVA) at Week 52 for the Study Eye, Best Corrected Visual Acuity (BCVA) was assessed during all study visits using best correction determined from protocol refraction at a starting test distance of 4 meters. VA measurements were taken in a sitting position using Early Treatment Diabetic Retinopathy Study (ETDRS)-like visual acuity testing charts. The overall BCVA score (number of letters read correctly by the patient) was calculated using the BCVA worksheet 0-100 letter score, with higher score indicating improvement in acuity. A positive change from baseline is a favorable outcome. BCVA assessments after start of alternative diabetic macular edema (DME) treatment in the study eye were censored and replaced by the last value prior to start of this alternative treatment., Baseline, Week 52",Novartis Pharmaceuticals,360,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2018-07-27
NCT00727038,Lucentis for New Onset Neovascular Glaucoma,https://clinicaltrials.gov/study/NCT00727038,WITHDRAWN,Glaucoma|New Onset Glaucoma|Neovascular Glaucoma|New Onset Neovascular Glaucoma,DRUG: Ranibizumab (Lucentis),"Mean change in best corrected visual acuity (BCVA) as assessed by the number of letters read correctly on the ETDRS eye chart at a starting test distance of 4 meters from baseline to Month 6., Baseline to Month 6.",University of Illinois at Chicago,0,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2008-01-04
NCT05429229,Effect of Topical Antioxidants in Dry Eye Disease and Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT05429229,RECRUITING,Dry Eye Syndromes|Diabetic Retinopathy|Oxidative Stress|Tear Film Deficiency,DRUG: VisuXL®|DRUG: Lagricel PF®|DRUG: Humylub PF®,"Change from baseline in levels of tumor necrosis factor alpha (TNF-a) in tear film at 30 days., Tears will be collected with Drummond glass® micro capillary tubes without stimulation of tear secretion and placed in an eppendorf tube at -80 celsius degrees. The cytokine concentration will be determined with multiplex bead immunoassays technique and reported in picogram per milliliter units (pg/mL), 30 days|Change from baseline in levels of interleukin 8 (IL-8), Tears will be collected with Drummond glass® micro capillary tubes without stimulation of tear secretion and placed in an eppendorf tube at -80 celsius degrees. The cytokine concentration will be determined with multiplex bead immunoassays technique and reported in picogram per milliliter units (pg/mL), 30 days|Change from baseline in levels of interleukin 6 (IL-6), Tears will be collected with Drummond glass® micro capillary tubes without stimulation of tear secretion and placed in an eppendorf tube at -80 celsius degrees. The cytokine concentration will be determined with multiplex bead immunoassays technique and reported in pg/mL., 30 days|Change from baseline in levels of interleukin 10 (IL-10), Tears will be collected with Drummond glass® micro capillary tubes without stimulation of tear secretion and placed in an eppendorf tube at -80 celsius degrees. The cytokine concentration will be determined with multiplex bead immunoassays technique and reported in picogram per milliliter units (pg/mL), 30 days|Changes from baseline in total antioxidant capacity in the tear film at 30 days., Tears will be collected with Drummond glass® micro capillary tubes without stimulation of tear secretion and placed in an eppendorf tube at -80 celsius degrees. Total antioxidant capacity concentration will be determined with colorimetric assay technique and reported in units called Trolox equivalents (TE), nmol/sample., 30 days|Change from baseline in lipoperoxides levels in tear film at 30 days., Tears will be collected with Drummond glass® micro capillary tubes without stimulation of tear secretion and placed in an eppendorf tube at -80 celsius degrees. Lipoperoxides concentration will be determined with colorimetric assay technique and reported in nmol/mL., 30 days",Adolfo Daniel Rodriguez-Carrizalez,78,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-11-01
NCT00000153,Krypton-Argon Regression of Neovascularization Study (KARNS),https://clinicaltrials.gov/study/NCT00000153,COMPLETED,Diabetic Retinopathy|Retinal Neovascularization|Diabetes Mellitus,PROCEDURE: Blue-Green Argon Laser Treatment|PROCEDURE: Red Krypton Laser Treatment,,National Eye Institute (NEI),,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: |Masking: |Primary Purpose: TREATMENT,1984-12
NCT03030729,Macular Thickness Measurements Using Retinal-thickness OCT,https://clinicaltrials.gov/study/NCT03030729,COMPLETED,Age-Related Macular Degeneration|Diabetic Retinopathy,,"Comparison between retinal measurements, done by the RTOCT device and a commercial OCT, 1 year",Notal Vision Ltd.,14,OBSERVATIONAL,Observational Model: |Time Perspective: p,2017-03-14
NCT01280929,"Prospective, Randomized, Multicenter, Open Label, Phase II Study to Access Efficacy and Safety of Lucentis® Monotherapy Compared With Lucentis® Plus Panretinal Photocoagulation (PRP) and PRP in the Treatment of Patients With High Risk Proliferative Diabetic Retinopathy",https://clinicaltrials.gov/study/NCT01280929,COMPLETED,High Risk Proliferative Diabetic Retinopathy,PROCEDURE: Panretinal Photocoagulation (PRP)|DRUG: Intravitreous injection of ranibizumab,"Regression of neovascularization, To demonstrate superiority of one of the treatment arms: ranibizumab 0.5 mg monotherapy, panretinal photocoagulation monotherapy or combination therapy (ranibizumab 0.5 mg plus panretinal photocoagulation) over a 12-month treatment period in the regression of neovascularization., 12-month treatment",José Cunha-Vaz,54,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2010-09
NCT05698329,Effect of AIV007 by Periocular Administration in Subjects With nAMD or DME,https://clinicaltrials.gov/study/NCT05698329,RECRUITING,Neovascular Age-related Macular Degeneration|Diabetic Macular Edema,DRUG: AIV007,"Adverse Events, Incidence of adverse events and serious adverse events, Approximately 168 days","AiViva BioPharma, Inc.",30,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2023-03-02
