NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Primary Outcome Measures,Sponsor,Enrollment,Study Type,Study Design,Start Date
NCT01945866,Phase II Combination Steroid and Anti-VEGF for Persistent DME,https://clinicaltrials.gov/study/NCT01945866,COMPLETED,Diabetic Macular Edema,DRUG: intravitreal ranibizumab 0.3 mg|DRUG: dexamethasone intravitreal implant|PROCEDURE: Sham injection,"Mean Change in Visual Acuity Letter Score, At 24 weeks after randomization, mean change in visual acuity letter score, adjusted for visual acuity at time of randomization, 24 weeks after randomization",Jaeb Center for Health Research,129,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2014-02
NCT02985619,Bevacizumabe or Triamcinolone for Persistent Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT02985619,COMPLETED,Diabetic Macular Edema,DRUG: Bevacizumab Injection [Avastin] (IVB-I)|DRUG: Triamcinolone Acetonide 10mg/mL (IVT-II)|DRUG: Bevacizumab Injection [Avastin] (IVB-III),"OCT measurements, Optical Coherence Tomography measurements in the central subfield thickness between baseline and 6 months 1st endpoint., 6 months.",University of Sao Paulo,100,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2016-07-21
NCT05301751,AG-73305 Single Ascending Dose Cohort Study in DME,https://clinicaltrials.gov/study/NCT05301751,RECRUITING,Diabetic Macular Edema,DRUG: AG-73305,"Safety as Assessed by Incidence of Adverse Events (AEs) and Serious AEs (SAE), Screening to 6 months",Allgenesis Biotherapeutics Inc.,25,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2022-06-09
NCT05683912,Aflibercept for Diabetic Macular Edema In Real-life Practice in GREece,https://clinicaltrials.gov/study/NCT05683912,COMPLETED,Diabetic Macular Edema,DRUG: Aflibercept,"Change in best-corrected visual acuity, 12 months",University of Athens,100,OBSERVATIONAL,Observational Model: |Time Perspective: p,2019-09-01
NCT02088151,Selective Retinal Pigment Epithelium Laser Therapy for Macular Disease of the Retina,https://clinicaltrials.gov/study/NCT02088151,TERMINATED,Macular Edema|Central Serous Chorioretinopathy|Retinal Vein Occlusion|Age-related Macular Degeneration|Retinal Neovascularization,DEVICE: Selective retinal pigment epithelium laser therapy using the R:GEN Laser System,"Visual Acuity according to ETDRS protocol, 6 months","Insel Gruppe AG, University Hospital Bern",18,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2010-06
NCT00901186,Efficacy and Safety of Ranibizumab (Intravitreal Injections) Versus Laser Treatment in Patients With Visual Impairment Due to Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT00901186,COMPLETED,Diabetic Macular Edema|Visual Impairment,DRUG: RFB002|PROCEDURE: Laser photocoagulation,"Mean Change From Baseline in Best Corrected Visual Acuity (BCVA), Visual acuity (VA) was assessed on the study eye during every study visit using best correction determined from protocol refraction. VA measurements were performed with the patient in a sitting position using Early Treatment Diabetic Retinopathy Study (ETDRS)-like visual acuity testing charts at a testing distance of 4 meters., Baseline, 12 months",Novartis Pharmaceuticals,83,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2009-11
NCT05471986,Multicenter Diagnostic Clinical Performance Study For Automated Detection of Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT05471986,NOT_YET_RECRUITING,Diabetic Retinopathy,DEVICE: Color Fundus Photography/Non-Mydriatic Opthalmic Cameras,"Sensitivity and Specificity of EyeCheckup to detect more than mild diabetic retinopathy, 1 visit (1 day)|Sensitivity and Specificity of EyeCheckup to detect vision-threatening diabetic retinopathy, 1 visit (1 day)",URAL Telekomunikasyon San. Trade Inc.,900,OBSERVATIONAL,Observational Model: |Time Perspective: p,2024-08-01
NCT00505947,Treatment of Refractory Diabetic Macular Edema With Infliximab,https://clinicaltrials.gov/study/NCT00505947,TERMINATED,Diabetic Macular Edema|Visual Acuity|Diabetic Retinopathy,DRUG: infliximab|DRUG: placebo,"improvement in best corrected visual acuity, 32 weeks",University of Athens,12,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2007-07
NCT06075147,The SPECTRUM Study: An Observational Study to Learn More About How Well Aflibercept 8 mg Works in Treating Visual Impairment Due to Neovascular Age-related Macular Degeneration or Diabetic Macula Edema,https://clinicaltrials.gov/study/NCT06075147,NOT_YET_RECRUITING,Visual Impairment|Neovascular Age-related Macular Degeneration (nAMD)|Diabetic Macula Edema (DME),"DRUG: Aflibercept 8 mg (VEGF Trap-Eye, BAY86-5321)","The change of best corrected visual acuity (BCVA) from baseline to 12 months as evaluated in routine clinical practice, BCVA measurements at baseline (first injection of aflibercept 8 mg) and at 12 months as ETDRS letters (according to the Early Treatment Diabetic Retinopathy Study (ETDRS) chart or other methods (e.g. Snellen charts) used in the routine clinical practice in participating countries or sites (with conversion to ETDRS)), At baseline and 12 months",Bayer,2500,OBSERVATIONAL,Observational Model: |Time Perspective: p,2024-02-29
NCT02718547,The Relationship Between Intraocular Pressure and Macular Edema in Patients With Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT02718547,UNKNOWN,Complications of Diabetes Mellitus,DRUG: Combigan,"Change of at least 50 micron in Macular edema, The participants will be examined every month from the time of recruitment as mentioned before, at each visit the Macular Edema will be assessed, but the Outcome measure will be defined as Change of at least 50 Micron in Macular Edema at the third visit, 3 months from recruitment, Baseline measurement will be conducted at the recruitment of the participant, the second measurement will be preformed after one moth from recruitment and the third and last measurement will be preformed after 3 months from recruitment",Meir Medical Center,25,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2017-03-26
NCT05105607,"A Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of D-4517.2 After Subcutaneous Administration in Healthy Participants",https://clinicaltrials.gov/study/NCT05105607,COMPLETED,Neovascular Age-related Macular Degeneration|Diabetic Macular Edema,DRUG: D-4517.2,"Number of Participants With Adverse Events, Day 1 up to Day 15","Ashvattha Therapeutics, Inc.",16,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-01-11
NCT04795037,First-In-Human Study of CU06-1004 Following Single and Multiple Ascending Doses in Healthy Volunteers,https://clinicaltrials.gov/study/NCT04795037,COMPLETED,Diabetic Macular Edema,"DRUG: CU06-1004, Single dose|DRUG: CU06-1004, Multiple doses|DRUG: Placebo","The number and severity of treatment emergent adverse events (TEAEs), To assess the safety and tolerability of single and multiple ascending oral doses of CU06-1004 in healthy adult subjects., From the date of first dose through 7 days after the last dose","Curacle Co., Ltd.",81,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-07-15
NCT03953807,A Study to Evaluate the Effectiveness and Safety of OZURDEX® in Patients With Diabetic Macular Edema But Never Treated,https://clinicaltrials.gov/study/NCT03953807,COMPLETED,Diabetic Macular Edema,DRUG: Dexamethasone Intravitreal Implant,"Mean change in best corrected visual acuity (BCVA) 2 months (± 2 weeks) after the last injection, Baseline, at Month 10 through 12",Allergan,82,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2019-09-05
NCT02424019,Phase 4 IOP Signals Associated With ILUVIEN®,https://clinicaltrials.gov/study/NCT02424019,COMPLETED,Diabetic Macular Edema (DME),DRUG: ILUVIEN 0.19 MG,"Intraocular Pressure, Intraocular pressure of the ILUVIEN treated eye, 36 months",Alimera Sciences,153,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2015-05-06
NCT03094819,PROTECT2: Diabetes Care - Eye Exam,https://clinicaltrials.gov/study/NCT03094819,ACTIVE_NOT_RECRUITING,Diabetic Retinopathy|Diabetic Macular Edema,BEHAVIORAL: Financial Incentive|BEHAVIORAL: Retinal Care DR,"Qualified eye examination rate, Percent of participants in each study group obtaining a qualified eye examination., 12 months",Retinal Care Inc.,4500,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: HEALTH_SERVICES_RESEARCH",2016-03-17
NCT00994955,Selective Retina Therapy (SRT) for Clinically Significant Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT00994955,COMPLETED,Diabetic Macular Edema,DEVICE: selective retina therapy (SRT),"best-corrected visual acuity, 2 years",University Hospital Schleswig-Holstein,39,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2006-01
NCT02826655,Adaptive Optics for Ophthalmic Technologies,https://clinicaltrials.gov/study/NCT02826655,TERMINATED,Diabetic Retinopathy|Diabetic Macular Edema,DEVICE: WF-AO-OCT,"Image Quality, Assessment of quality of images obtained by WF-AO-OCT unit., 30 minutes|Peripheral Retina Structure Differences between Healthy Controls and participants with diabetic retinopathy., Differences between the control and case populations will be described using descriptive statistics. This data can then be used to power future, more dedicated studies., 30 minutes",Duke University,4,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: DEVICE_FEASIBILITY,2016-06
NCT01875783,OCT Screening for Diabetic Macular Edema at Primary Diabetes Care Visits,https://clinicaltrials.gov/study/NCT01875783,COMPLETED,Diabetes|Diabetic Macular Edema|Diabetic Retinopathy,DEVICE: OCT imaging,"Rates of Retina Care Referral for Patients With Diabetic Macular Edema, Percentage of participants who are referred to a retina specialist for evaluation and management of DME after OCT imaging and OCT-guided referral algorithm, Baseline visit",Joslin Diabetes Center,385,INTERVENTIONAL,"Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: DOUBLE (CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: DIAGNOSTIC",2014-03-17
NCT01100307,A Phase 3 Study To Compare The Efficacy And Safety Of 0.3 MG Pegaptanib Sodium To Sham Injections In Subjects With Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT01100307,COMPLETED,Macular Edema|Diabetic Mellitus|Retinal Disease,DRUG: pegaptanib sodium|OTHER: sham injection,"Number of Participants Who Experience a ≥10 Letter Improvement of Visual Acuity (VA) in Early Treatment Diabetic Retinopathy Study (ETDRS) Chart From Baseline at Week 24: Double Masked Phase, Best-corrected visual acuity (VA) measurements were performed using retro-illuminated, modified Ferris-Bailey Early Treatment Diabetic Retinopathy Study (ETDRS) charts., Baseline and Week 24",Pfizer,243,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2010-05
NCT05019807,Comparing the Compliance to Follow-up in Patients With Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT05019807,COMPLETED,Diabetic Macular Edema,OTHER: WhatsApp group|OTHER: Control group,"Follow-up rate in patients with diabetic macular edema receiving education materials about diabetes and its complications., To investigate the compliance of diabetes management in patients diagnosed with diabetic macular edema after providing educational materials in WhatsApp and compare with control group in a tertiary eye care institute in South India., 12 months",Lions Club International Foundation,20,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: HEALTH_SERVICES_RESEARCH,2020-12-18
NCT05655117,Application of Artificial Intelligence in Early Detection of Eye Complications in Diabetics,https://clinicaltrials.gov/study/NCT05655117,NOT_YET_RECRUITING,Artificial Intelegence|Diabetic Retinopathy Associated With Type 2 Diabetes Mellitus|Macular Edema Due to Type 2 Diabetes Mellitus,OTHER: AI based eye screening,"The detection rate of diabetic retinopathy in the intervention group vs. control group, The proportion of the detected cases of diabetic retinopathy in the intervention group vs. control group, 6 month from the start of the study|The detection rate of macular oedema in the intervention group vs. control group., The proportion of the individuals who screened positive for macular oedema in the intervention group vs. control group., 6 month from the start of the study","The New Model of Care, Hail Health Cluster",440,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SCREENING,2023-01
NCT00676559,Combined aPproach to Treatment Using Ranibizumab and Efalizumab for Diabetic Macular Edema Study: The CAPTURE DME Study,https://clinicaltrials.gov/study/NCT00676559,WITHDRAWN,Diabetic Macular Edema,DRUG: Efalizumab|DRUG: Ranibizumab,"To assess the safety and tolerability of efalizumab, compared to and in combination with ranibizumab, measuring the frequency and severity of adverse events., 6 mos",Johns Hopkins University,0,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: NONE|Primary Purpose: TREATMENT,2008-04
