NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Primary Outcome Measures,Sponsor,Enrollment,Study Type,Study Design,Start Date
NCT03845582,Phase 3 Study of ALK-001 in Geographic Atrophy,https://clinicaltrials.gov/study/NCT03845582,ACTIVE_NOT_RECRUITING,"Geographic Atrophy|Age Related Macular Degeneration|AMD|Atrophy, Geographic",DRUG: ALK-001 oral capsule|DRUG: Placebo oral capsule,"Growth rate of GA lesions, as assessed by Fundus Autofluorescence (FAF), Baseline to 24 months","Alkeus Pharmaceuticals, Inc.",300,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-05-07
NCT05698316,A Collaborative Resource of Heidelberg Multimodal Imaging of Intermediate and Early Atrophic AMD Cases to Study Prediction of Disease Progression,https://clinicaltrials.gov/study/NCT05698316,RECRUITING,Age Related Macular Degeneration|Intermediate AMD|Atrophy|Prediction,DIAGNOSTIC_TEST: Collection of both retrospective and prospective data collection in 3 visits.,"Incidence of conversion to atrophy at two years, Number of patients who developed new or increasing atrophy, 24 months",Association for Innovation and Biomedical Research on Light and Image,1000,OBSERVATIONAL,Observational Model: |Time Perspective: p,2023-05-04
NCT01968616,Ranibizumab Treatment for Retinal Vein Occlusion,https://clinicaltrials.gov/study/NCT01968616,UNKNOWN,Macular Edema Due to BRVO/CRVO,"DRUG: Ranibizumab, 0.5mg, Intravitreal","Mean foveal thickness measured by SD-OCT, 2 years","Kyoto University, Graduate School of Medicine",100,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-09
NCT02245516,Exploratory Study of KPI-121 Effect on Intra- or Subretinal Fluid Due to Retinal Vein Occlusion/Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT02245516,COMPLETED,Retinal Vein Occlusion|Diabetic Macular Edema,DRUG: KPI-121 0.25% Ophthalmic Suspension|DRUG: KPI-121 1.0% Ophthalmic Suspension,"Best Corrected Visual Acuity (BCVA) by Early Treatment Diabetic Retinopathy Study (ETDRS), Best Corrected Visual Acuity (BCVA) was measured by the Early Treatment Diabetic Retinopathy Study (ETDRS) letter score starting at 4 meters. More letters read correctly results in a higher letter score, which represents better visual acuity., Day 1 to Day 57|Macular Volume by SD-OCT, Change in measurement (in microns) in macular volume as measured by Spectral Domain Optical Coherence Tomography (OCT), Day 1 to Day 57|Center Subfield Retinal Thickness by SD-OCT, Change in measurement (in microns) in the central subfield retinal thickness as measured by Spectral Domain Optical Coherence Tomography (OCT), Day 1 to Day 57|Investigator's Assessment of Leakage on the Fluorescein Angiogram, Change in leakage by investigator's assessment of the fluorescein angiogram, Day 1 to Day 57","Kala Pharmaceuticals, Inc.",16,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2014-07
NCT02307682,Efficacy and Safety of RTH258 Versus Aflibercept - Study 1,https://clinicaltrials.gov/study/NCT02307682,COMPLETED,Neovascular Age-Related Macular Degeneration|Choroidal Neovascularization,DRUG: Brolucizumab ophthalmic solution|DRUG: Aflibercept ophthalmic solution,"Change From Baseline in Best Corrected Visual Acuity (BCVA) (Letters Read) at Week 48 - Study Eye, BCVA (with spectacles or other visual corrective devices) was assessed using Early Treatment Diabetic Retinopathy Study (ETDRS) testing at 4 meters and reported in letters read correctly. Baseline was defined as the last measurement prior to first treatment. An increase (gain) in letters read from the baseline assessment indicates improvement. One eye (study eye) contributed to the analysis., Baseline, Week 48",Alcon Research,1775,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2014-12-08
NCT00695682,Intravitreal Infliximab for Diabetic Macular Edema (DME) and Choroidal Neovascularization (CNV),https://clinicaltrials.gov/study/NCT00695682,UNKNOWN,Diabetic Retinopathy|Macular Degeneration,DRUG: intravitreal injection of infliximab,"This is a pilot study to study the safety and tolerability of intravitreal Infliximab in patients with refractory diabetic macular edema and choroidal neovascularization (CNV), 3 m",Retina Research Foundation,4,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2008-06
NCT00000145,Age-Related Eye Disease Study (AREDS),https://clinicaltrials.gov/study/NCT00000145,COMPLETED,Macular Degeneration|Cataract|Lens Opacities,DIETARY_SUPPLEMENT: Antioxidants|DIETARY_SUPPLEMENT: Zinc|DIETARY_SUPPLEMENT: Antioxidants and zinc,Progression of age-related macular degeneration|Progression of lens opacity (cataract),National Eye Institute (NEI),4757,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",1990-09
NCT02699450,A Study of Faricimab (RO6867461) in Participants With Center-Involving Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT02699450,COMPLETED,Diabetic Macular Edema,DRUG: Faricimab|DRUG: Ranibizumab,"Mean Change From Baseline in BCVA Letter Score at Week 24, in Treatment-Naive Participants, Best corrected visual acuity (BCVA) at a starting test distance of 4 meters was measured using a set of three Precision VisionTM or Lighthouse distance acuity charts (modified ETDRS Charts 1, 2, and R) prior to dilating eyes by a trained and certified visual acuity examiner masked to study drug arm assignment. The BCVA examiner was masked to study eye and treatment assignment and only performed the refraction and BCVA assessment, but was not allowed to perform any other tasks involving direct care. The BCVA examiner was also masked to the BCVA letter scores of a participant's previous visits and could only know the participant's refraction data from previous visits. The BCVA letter score ranges from 0 to 100 (best score attainable), and a gain in BCVA letter score from baseline indicates an improvement in visual acuity. The primary analysis used a Linear Mixed Effects Model for Repeated Measurements. Missing values were not imputed; it was assumed that the data were missing at random., Baseline, Week 24",Hoffmann-La Roche,229,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2016-04-27
NCT04782115,Evaluation of RC28-E Injection in Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT04782115,COMPLETED,Diabetic Macular Edema,BIOLOGICAL: intravitreal injection of RC28-E|BIOLOGICAL: Conbercept,"Mean change from baseline in BCVA at 24 week;, BCVA=Best-corrected visual acuity;Measurement of visual acuity with Early Treatment Diabetic Retinopathy Study (ETDRS) charts., Baseline,week 24|Mean change from baseline in BCVA at 52 week;, Measurement of visual acuity with Early Treatment Diabetic Retinopathy Study (ETDRS) charts., Baseline, Week 52","RemeGen Co., Ltd.",156,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-03-17
NCT00746668,A Multi-Center Study of Reading Rehabilitation in Macular Disease,https://clinicaltrials.gov/study/NCT00746668,COMPLETED,Age Related Maculopathy|Retinal Degeneration,BEHAVIORAL: Module 1: Visual Awareness and Eccentric Viewing|BEHAVIORAL: Module 2: Control of Reading Eye Movements|BEHAVIORAL: Module 3: Reading Practice with RSVP,"Sentence Reading, To assess reading performance, after each training module (1-3), two lines of text were presented at the center of the monitor. Each subject was seated with his or her forehead on a head rest at a viewing distance of 40cm. The subject read each sentence aloud and indicated whether it made sense by responding true or false. Reading speed was calculated using an algorithm similar to that used for the MNRead test. The number of words read correctly was divided by the time required to read the sentence to yield a measure of reading speed in words per minute (wpm). Sentences were displayed at sizes of 0.1, 0.2, 0.3, 0.4, 0.5, and 0.6 log units above the subject's letter acuity threshold. Five sentences were presented at each font size. We used 105 different sentences so that no sentence was repeated for any subject. Average speed of reading (log wpm) was plotted as a function of font size (logMAR)., Pre-training, 6 weeks, 12 weeks, 18 weeks",US Department of Veterans Affairs,36,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: ",2008-08
NCT01233115,LOC387715/HTRA1 and the Combined Photodynamic Therapy With Intravitreal Bevacizumab in Polypoidal Choroidal Vasculopathy,https://clinicaltrials.gov/study/NCT01233115,COMPLETED,Age-Related Macular Degeneration,,"Best-corrected visual acuity, Best-corrected visual acuity (BCVA) using the Snellen chart was evaluated including BCVA up to 12 months, up to 12 months",Kyungpook National University Hospital,70,OBSERVATIONAL,Observational Model: |Time Perspective: p,2010-10
NCT04663750,"Vitrectomy, Subretinal Tissue Plasminogen Activator (TPA) and Intravitreal Gas for Submacular Haemorrhage Secondary to Exudative (Wet) Age-related Macular Degeneration (TIGER).",https://clinicaltrials.gov/study/NCT04663750,RECRUITING,"Eye Diseases|Macular Degeneration, Wet|Sub-Macular Hemorrhage","PROCEDURE: Pars plana vitrectomy|DRUG: Intravitreal 2 mg aflibercept (Eylea, Bayer) will be injected at baseline then monthly for two further doses, then 2-monthly until month 12|DRUG: subretinal injection of recombinant TPA (Alteplase) up to a maximum of 25 micrograms in 0.2 mls|DRUG: Intravitreal 20% sulfahexafluoride (SF6) gas tamponade","assessment of Early Treat of Diabetic Retinopathy Study (ETDRS) letters of best-corrected visual acuity (BCVA) in the study eye., The primary outcome is the proportion of participants with a BCVA gain ≥10 ETDRS letters in the study eye at the 12 month visit., 12 months",King's College Hospital NHS Trust,210,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2021-04-16
NCT04437368,EXPLORE: A Phase II Study to Evaluate the Safety and Efficacy of Two Doses of GT005,https://clinicaltrials.gov/study/NCT04437368,ACTIVE_NOT_RECRUITING,Dry Age-related Macular Degeneration,DRUG: GT005; Low Dose|DRUG: GT005; High Dose|DRUG: GT005; Low Dose,"Progression of geographic atrophy, The change from baseline to Week 48 in GA area as measured by fundus autofluorescence (FAF), 48 weeks",Gyroscope Therapeutics Limited,98,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-07-14
NCT01500915,FUSION Regimen: Combined Pro re Nata and Fixed Regimen Ranibizumab in Exudative Age-related Macular Degeneration,https://clinicaltrials.gov/study/NCT01500915,COMPLETED,Exudative Age-related Macular Degeneration,DRUG: Ranibizumab,"mean VA change, change in ETDRS (early treatment diabetic retinopathy study) letters from baseline to 12 month-visit, 12 months",Institut de la Macula y la Retina,17,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2010-11
NCT01027650,Safety and Efficacy of AGN208397 in the Treatment of Macular Edema Associated With Retinal Vein Occlusion (RVO),https://clinicaltrials.gov/study/NCT01027650,COMPLETED,Macular Edema|Retinal Vein Occlusion,DRUG: AGN208397 intravitreal injection|DRUG: dexamethasone intravitreal implant,"Change From Baseline at Month 1 in Retinal Thickness in the Study Eye During Stage 1, Retinal thickness is assessed by optical coherence tomography (OCT) in the study eye. The retina is the light-sensitive part of the eye. OCT is a laser-based, noninvasive, diagnostic system providing high-resolution, three-dimensional images of the retina. A negative change from baseline indicates an improvement., Baseline, Month 1|Change From Baseline at Month 1 in Retinal Thickness in the Study Eye During Stage 2, Retinal thickness is assessed by OCT in the study eye. The retina is the light-sensitive part of the eye. OCT is a laser-based, noninvasive, diagnostic system providing high-resolution, three-dimensional images of the retina. A negative change from baseline indicates an improvement., Baseline, Month 1|Change From Baseline at Month 1 in Best Corrected Visual Acuity (BCVA) in the Study Eye During Stage 1, BCVA is measured using an eye chart and is reported as the number of letters read correctly (ranging from 0 to 100 letters). The lower the number of letters read correctly on the eye chart, the worse the vision (or visual acuity). An increase in the number of letters read correctly means that vision has improved., Baseline, Month 1|Change From Baseline at Month 1 in BCVA in the Study Eye During Stage 2, BCVA is measured using an eye chart and is reported as the number of letters read correctly (ranging from 0 to 100 letters). The lower the number of letters read correctly on the eye chart, the worse the vision (or visual acuity). An increase in the number of letters read correctly means that vision has improved., Baseline, Month 1",Allergan,121,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2010-03
NCT00801450,Intravitreal Injection Versus Sub-Tenon's Infusion of Triamcinolone Acetonide for Refractory Diabetic Macular Edema During Cataract Surgery,https://clinicaltrials.gov/study/NCT00801450,UNKNOWN,Diabetic Macular Edema,DRUG: Triamcinolone acetonide|DRUG: Triamcinolone acetonide,"central subfield macular thickness, baseline and at 2, 4, 8±1 ,12±2 and 24±2 weeks postoperatively",University of Sao Paulo,24,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2007-09
NCT05793515,Mechanisms of Inherited Retinal Dystrophies Using Whole Genome Sequencing and in Vitro and in Vivo Models,https://clinicaltrials.gov/study/NCT05793515,RECRUITING,Inherited Retinal Dystrophy|Retinitis Pigmentosa|Macular Dystrophy,DIAGNOSTIC_TEST: whole genome sequencing,"Understanding genetic missing pathogenetic variants in IRD, Identification of genetic variants causative of the clinical phenotype, two years",Istituto Superiore di Sanità,120,OBSERVATIONAL,Observational Model: |Time Perspective: p,2022-11-15
